Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Depreciation,Depreciation_Percentage,Vehicle_Age
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,5.1,37.5,3
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,5.199999999999999,38.23529411764706,3
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual,0,3.1,44.28571428571429,4
city,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,4.449999999999999,32.720588235294116,2
brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,0.46999999999999975,7.872696817420431,2
amaze,2015,4.0,5.8,40023,Petrol,Dealer,Manual,0,1.7999999999999998,31.034482758620683,3
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,1.1000000000000005,14.285714285714294,2
amaze,2015,4.0,7.0,40026,Petrol,Dealer,Manual,0,3.0,42.857142857142854,3
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual,0,2.1999999999999993,25.28735632183907,1
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual,0,3.35,47.85714285714286,4
city,2016,8.35,9.4,19434,Diesel,Dealer,Manual,0,1.0500000000000007,11.170212765957455,2
brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,1.0,17.24137931034483,1
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual,0,3.3,32.99999999999999,3
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual,0,5.9,59.00000000000001,7
city,2009,3.0,10.0,69562,Petrol,Dealer,Manual,0,7.0,70.0,9
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual,0,2.5,25.0,3
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,5.25,70.0,8
brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,1.5,22.058823529411764,4
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,2.6999999999999993,19.852941176470583,2
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,4.949999999999999,36.39705882352941,3
city,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,3.9000000000000004,28.676470588235297,3
jazz,2016,6.0,8.4,4000,Petrol,Dealer,Manual,0,2.4000000000000004,28.571428571428577,2
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,7.35,54.04411764705882,4
brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,0.6500000000000004,11.016949152542379,3
city,2006,2.1,7.6,50456,Petrol,Dealer,Manual,0,5.5,72.36842105263158,12
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual,0,5.75,41.07142857142857,4
city,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,2.8100000000000005,23.8135593220339,2
brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,2.4000000000000004,40.67796610169492,5
jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,1.0999999999999996,12.94117647058823,2
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,2.25,28.481012658227844,2
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,1.75,23.333333333333332,3
city,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,5.199999999999999,38.23529411764706,3
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,3.49,25.661764705882355,2
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,1.9000000000000004,29.687500000000007,4
brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,0.6999999999999993,11.475409836065563,3
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,2.0,23.809523809523807,2
city,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,6.65,67.17171717171718,8
amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,3.05,44.85294117647059,4
city,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,4.539999999999999,34.682964094728796,3
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,2.0999999999999996,18.103448275862068,2
brio,2015,4.0,5.9,60000,Petrol,Dealer,Manual,0,1.9000000000000004,32.20338983050848,3
city,2009,3.35,11.0,87934,Petrol,Dealer,Manual,0,7.65,69.54545454545455,9
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,1.0,8.0,1
brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,0.6000000000000005,10.169491525423737,2
